labid,age,error,depth,cc
Core top,-18,20,0,0
Ambrosia rise,120,50,33,0
BGS-510,1340,100,105,1
BGS-509,2510,130,205,1
BGS-508,3790,120,305,1
BGS-507,5780,160,405,1
BGS-506,7800,300,505,1
BGS-505,9030,220,555,1
GSC-1516,9830,250,597,1
